datetime,open,high,low,close,volume
2024-09-13,228.0,232.67,226.32001,230.28999,59515100.0
2024-09-16,229.3,229.96001,223.53,226.78,54323000.0
2024-09-17,229.45,234.57001,226.55,227.87,66761600.0
2024-09-18,230.09,235.67999,226.88,227.2,78010200.0
2024-09-19,234.0,244.24001,232.13,243.92,102694600.0
2024-09-20,241.52,243.99001,235.92,238.25,99879100.0
2024-09-23,242.61,250.0,241.92,250.0,86927200.0
2024-09-24,254.08,257.19,249.05,254.27,88491000.0
2024-09-25,252.53999,257.04999,252.28,257.01999,65034300.0
2024-09-26,260.60001,261.75,251.53,254.22,67142200.0
2024-09-27,257.38,260.70001,254.12,260.45999,70988100.0
2024-09-30,259.04001,264.85999,255.77,261.63,80705700.0
2024-10-01,262.67001,263.98001,248.53,258.01999,87397600.0
2024-10-02,247.55,251.16,241.5,249.02,93983900.0
2024-10-03,244.48,249.78999,237.81,240.66,80729200.0
2024-10-04,246.69,250.96001,244.58,250.08,86573200.0
2024-10-06,224.5,225.69,221.33,221.69,39505352.0
2024-10-07,224.5,225.69,221.33,221.69,39505400.0
2024-10-08,224.3,225.98,223.25,225.77,31855700.0
2024-10-09,225.23,229.75,224.83,229.53999,33591100.0
2024-10-10,227.78,229.5,227.17,229.03999,28183500.0
2024-10-11,229.3,229.41,227.34,227.55,31668000.0
